Timestamp,Weight(kg),FilledLevel(%),AirQuality,RemainingFill(%),TimeDiff,FillRate(%)_per_second,EstimatedTimeToFull(s),EstimatedTimeToFull(days)
2024-09-13 00:30:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 01:00:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 01:30:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 02:00:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 02:30:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 03:00:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 03:30:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 04:00:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 04:30:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 05:00:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 05:30:00,4.922120157165316,27,4,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 06:00:00,5.716912005981528,30,4,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-13 06:30:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-13 07:00:00,0.6287491293584525,3,7,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-13 07:30:00,1.2318896622440383,6,9,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-13 08:00:00,1.587935418463245,9,2,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-13 08:30:00,1.8113547598578696,12,8,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-13 09:00:00,2.1946697531378216,15,2,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-13 09:30:00,2.6354805074889582,18,5,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-13 10:00:00,2.866070737904965,21,6,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-13 10:30:00,3.5678580344584008,24,9,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-13 11:00:00,4.098558935824254,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 11:30:00,4.6006686104216215,30,3,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-13 12:00:00,5.2139747094446305,33,4,67,0 days 00:30:00,0.018333333333333333,3654.5454545454545,0.0422979797979798
2024-09-13 12:30:00,5.9751715169439565,36,7,64,0 days 00:30:00,0.02,3200.0,0.037037037037037035
2024-09-13 13:00:00,6.732437869238363,39,2,61,0 days 00:30:00,0.021666666666666667,2815.3846153846152,0.03258547008547008
2024-09-13 13:30:00,7.4902725139068025,42,4,58,0 days 00:30:00,0.023333333333333334,2485.714285714286,0.02876984126984127
2024-09-13 14:00:00,7.73864179172472,45,8,55,0 days 00:30:00,0.025,2200.0,0.02546296296296296
2024-09-13 14:30:00,8.535039395564688,48,2,52,0 days 00:30:00,0.02666666666666667,1949.9999999999998,0.02256944444444444
2024-09-13 15:00:00,8.75539633892539,51,9,49,0 days 00:30:00,0.028333333333333332,1729.4117647058824,0.020016339869281047
2024-09-13 15:30:00,9.308969994785622,54,4,46,0 days 00:30:00,0.03,1533.3333333333335,0.017746913580246916
2024-09-13 16:00:00,9.761553649194832,57,4,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-13 16:30:00,10.036899082985483,60,1,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-13 17:00:00,10.362719118640785,63,3,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-13 17:30:00,10.772079511932613,66,9,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-13 18:00:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-13 18:30:00,0.4699500357007854,3,1,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-13 19:00:00,1.0533993671943933,6,1,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-13 19:30:00,1.6541085624380316,9,5,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-13 20:00:00,2.0112694230696335,12,5,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-13 20:30:00,2.302542467382212,15,1,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-13 21:00:00,2.8901655265953483,18,6,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-13 21:30:00,3.422278848809804,21,6,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-13 22:00:00,4.219561693740969,24,9,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-13 22:30:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 23:00:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-13 23:30:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 00:00:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 00:30:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 01:00:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 01:30:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 02:00:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 02:30:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 03:00:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 03:30:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 04:00:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 04:30:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 05:00:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 05:30:00,4.469355627979218,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 06:00:00,4.797648608098649,30,6,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-14 06:30:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-14 07:00:00,0.4584266652441389,3,7,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-14 07:30:00,1.0816060724164367,6,5,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-14 08:00:00,1.309298509443982,9,7,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-14 08:30:00,1.6229452141937069,12,5,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-14 09:00:00,2.4176954501354624,15,3,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-14 09:30:00,2.935618461177774,18,4,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-14 10:00:00,3.415808399768226,21,1,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-14 10:30:00,3.9289394777985662,24,3,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-14 11:00:00,4.30894477645889,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 11:30:00,5.044973308799285,30,2,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-14 12:00:00,5.4887456976152365,33,1,67,0 days 00:30:00,0.018333333333333333,3654.5454545454545,0.0422979797979798
2024-09-14 12:30:00,6.084825795967621,36,7,64,0 days 00:30:00,0.02,3200.0,0.037037037037037035
2024-09-14 13:00:00,6.571519331768429,39,1,61,0 days 00:30:00,0.021666666666666667,2815.3846153846152,0.03258547008547008
2024-09-14 13:30:00,6.820159654289889,42,9,58,0 days 00:30:00,0.023333333333333334,2485.714285714286,0.02876984126984127
2024-09-14 14:00:00,7.516217716234648,45,7,55,0 days 00:30:00,0.025,2200.0,0.02546296296296296
2024-09-14 14:30:00,7.758958457481331,48,1,52,0 days 00:30:00,0.02666666666666667,1949.9999999999998,0.02256944444444444
2024-09-14 15:00:00,8.435123706710739,51,8,49,0 days 00:30:00,0.028333333333333332,1729.4117647058824,0.020016339869281047
2024-09-14 15:30:00,9.132582578563447,54,9,46,0 days 00:30:00,0.03,1533.3333333333335,0.017746913580246916
2024-09-14 16:00:00,9.520123808773238,57,8,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-14 16:30:00,10.046977186377697,60,1,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-14 17:00:00,10.39289200572352,63,4,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-14 17:30:00,10.781566899426313,66,9,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-14 18:00:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-14 18:30:00,0.7971161428909934,3,8,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-14 19:00:00,1.380480100780812,6,1,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-14 19:30:00,1.9701632028122553,9,2,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-14 20:00:00,2.487263400274924,12,6,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-14 20:30:00,2.6910324015575546,15,7,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-14 21:00:00,3.2205423799520387,18,2,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-14 21:30:00,3.542173064184326,21,6,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-14 22:00:00,3.7914195641594555,24,6,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-14 22:30:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 23:00:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-14 23:30:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 00:00:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 00:30:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 01:00:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 01:30:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 02:00:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 02:30:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 03:00:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 03:30:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 04:00:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 04:30:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 05:00:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 05:30:00,4.393068861962951,27,7,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 06:00:00,4.763098645053193,30,4,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-15 06:30:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-15 07:00:00,0.35956085067875615,3,6,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-15 07:30:00,0.9233953685196363,6,2,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-15 08:00:00,1.327084904873667,9,3,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-15 08:30:00,1.9219190619736262,12,7,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-15 09:00:00,2.301468189577955,15,7,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-15 09:30:00,2.966678785398442,18,2,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-15 10:00:00,3.6370022979913825,21,2,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-15 10:30:00,3.8462448381179013,24,4,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-15 11:00:00,4.4067520685130575,27,9,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 11:30:00,4.858180976586881,30,5,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-15 12:00:00,5.326886389107361,33,7,67,0 days 00:30:00,0.018333333333333333,3654.5454545454545,0.0422979797979798
2024-09-15 12:30:00,5.571855382607035,36,2,64,0 days 00:30:00,0.02,3200.0,0.037037037037037035
2024-09-15 13:00:00,6.078558906878377,39,1,61,0 days 00:30:00,0.021666666666666667,2815.3846153846152,0.03258547008547008
2024-09-15 13:30:00,6.398993178137419,42,3,58,0 days 00:30:00,0.023333333333333334,2485.714285714286,0.02876984126984127
2024-09-15 14:00:00,7.104518162762622,45,4,55,0 days 00:30:00,0.025,2200.0,0.02546296296296296
2024-09-15 14:30:00,7.331562283968203,48,7,52,0 days 00:30:00,0.02666666666666667,1949.9999999999998,0.02256944444444444
2024-09-15 15:00:00,7.538497385667654,51,5,49,0 days 00:30:00,0.028333333333333332,1729.4117647058824,0.020016339869281047
2024-09-15 15:30:00,7.8046435357821125,54,6,46,0 days 00:30:00,0.03,1533.3333333333335,0.017746913580246916
2024-09-15 16:00:00,8.007001682962914,57,7,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-15 16:30:00,8.359148854870027,60,1,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-15 17:00:00,8.953453234785549,63,7,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-15 17:30:00,9.742952736067675,66,7,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-15 18:00:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-15 18:30:00,0.45492491788967737,3,1,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-15 19:00:00,0.6919172051955185,6,3,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-15 19:30:00,1.2555668866759293,9,3,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-15 20:00:00,1.9924942768758334,12,3,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-15 20:30:00,2.5750796691909072,15,3,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-15 21:00:00,3.3040677701960943,18,9,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-15 21:30:00,3.926103549116906,21,6,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-15 22:00:00,4.469641117866688,24,7,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-15 22:30:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 23:00:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-15 23:30:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 00:00:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 00:30:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 01:00:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 01:30:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 02:00:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 02:30:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 03:00:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 03:30:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 04:00:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 04:30:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 05:00:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 05:30:00,4.785951030279351,27,6,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 06:00:00,5.34502449842914,30,8,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-16 06:30:00,0.0,0,1,100,0 days 00:30:00,0.0,,
2024-09-16 07:00:00,0.7496291389346439,3,7,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-16 07:30:00,1.4098106798954424,6,6,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-16 08:00:00,1.9987560670098419,9,8,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-16 08:30:00,2.607817382808748,12,3,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-16 09:00:00,2.8078639423755716,15,7,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-16 09:30:00,3.5996168413488925,18,1,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-16 10:00:00,3.8701789516175027,21,6,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-16 10:30:00,4.668683811099891,24,7,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-16 11:00:00,5.146404798222198,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 11:30:00,5.920079334583277,30,4,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-16 12:00:00,6.206395963651269,33,9,67,0 days 00:30:00,0.018333333333333333,3654.5454545454545,0.0422979797979798
2024-09-16 12:30:00,6.567515970393016,36,2,64,0 days 00:30:00,0.02,3200.0,0.037037037037037035
2024-09-16 13:00:00,7.316880634542516,39,9,61,0 days 00:30:00,0.021666666666666667,2815.3846153846152,0.03258547008547008
2024-09-16 13:30:00,7.731453768120078,42,7,58,0 days 00:30:00,0.023333333333333334,2485.714285714286,0.02876984126984127
2024-09-16 14:00:00,8.001138512395256,45,6,55,0 days 00:30:00,0.025,2200.0,0.02546296296296296
2024-09-16 14:30:00,8.297536690229805,48,9,52,0 days 00:30:00,0.02666666666666667,1949.9999999999998,0.02256944444444444
2024-09-16 15:00:00,8.631783995906417,51,6,49,0 days 00:30:00,0.028333333333333332,1729.4117647058824,0.020016339869281047
2024-09-16 15:30:00,8.97586835793501,54,5,46,0 days 00:30:00,0.03,1533.3333333333335,0.017746913580246916
2024-09-16 16:00:00,9.529699470046737,57,4,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-16 16:30:00,10.325508669547899,60,9,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-16 17:00:00,10.70133358032316,63,9,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-16 17:30:00,10.906081626842953,66,2,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-16 18:00:00,0.0,0,0,100,0 days 00:30:00,0.0,,
2024-09-16 18:30:00,0.7739198669676617,3,7,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-16 19:00:00,0.9811303381951906,6,8,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-16 19:30:00,1.660891823517423,9,4,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-16 20:00:00,2.224813052625418,12,1,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-16 20:30:00,2.5904911918210254,15,6,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-16 21:00:00,2.892385409454527,18,9,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-16 21:30:00,3.1133535778604866,21,3,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-16 22:00:00,3.7734705209941315,24,7,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-16 22:30:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 23:00:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-16 23:30:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 00:00:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 00:30:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 01:00:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 01:30:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 02:00:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 02:30:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 03:00:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 03:30:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 04:00:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 04:30:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 05:00:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 05:30:00,4.4112401878950624,27,1,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 06:00:00,4.81539172269245,30,3,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-17 06:30:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-17 07:00:00,0.4303705276894835,3,4,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-17 07:30:00,1.0057722146634072,6,3,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-17 08:00:00,1.6243093648552782,9,1,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-17 08:30:00,2.163951727784093,12,8,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-17 09:00:00,2.6757208161093127,15,3,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-17 09:30:00,3.455207378803302,18,2,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-17 10:00:00,3.775348135713661,21,5,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-17 10:30:00,4.2206562890624495,24,4,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
2024-09-17 11:00:00,4.783282322881229,27,3,73,0 days 00:30:00,0.015,4866.666666666667,0.05632716049382716
2024-09-17 11:30:00,5.003915647905209,30,8,70,0 days 00:30:00,0.016666666666666666,4200.0,0.04861111111111111
2024-09-17 12:00:00,5.465812180391606,33,4,67,0 days 00:30:00,0.018333333333333333,3654.5454545454545,0.0422979797979798
2024-09-17 12:30:00,5.9560217501262676,36,2,64,0 days 00:30:00,0.02,3200.0,0.037037037037037035
2024-09-17 13:00:00,6.628049826702974,39,4,61,0 days 00:30:00,0.021666666666666667,2815.3846153846152,0.03258547008547008
2024-09-17 13:30:00,6.988611565956378,42,2,58,0 days 00:30:00,0.023333333333333334,2485.714285714286,0.02876984126984127
2024-09-17 14:00:00,7.469977803393877,45,9,55,0 days 00:30:00,0.025,2200.0,0.02546296296296296
2024-09-17 14:30:00,8.16196154708009,48,2,52,0 days 00:30:00,0.02666666666666667,1949.9999999999998,0.02256944444444444
2024-09-17 15:00:00,8.661134763820451,51,4,49,0 days 00:30:00,0.028333333333333332,1729.4117647058824,0.020016339869281047
2024-09-17 15:30:00,9.020008545791523,54,9,46,0 days 00:30:00,0.03,1533.3333333333335,0.017746913580246916
2024-09-17 16:00:00,9.678034378894107,57,6,43,0 days 00:30:00,0.03166666666666667,1357.8947368421052,0.015716374269005847
2024-09-17 16:30:00,9.939987164778762,60,8,40,0 days 00:30:00,0.03333333333333333,1200.0,0.013888888888888888
2024-09-17 17:00:00,10.177522669683126,63,1,37,0 days 00:30:00,0.035,1057.142857142857,0.012235449735449735
2024-09-17 17:30:00,10.74938836504237,66,4,34,0 days 00:30:00,0.03666666666666667,927.2727272727273,0.010732323232323232
2024-09-17 18:00:00,0.0,0,3,100,0 days 00:30:00,0.0,,
2024-09-17 18:30:00,0.26658275836337375,3,7,97,0 days 00:30:00,0.0016666666666666668,58199.99999999999,0.673611111111111
2024-09-17 19:00:00,0.5268939003480754,6,9,94,0 days 00:30:00,0.0033333333333333335,28200.0,0.3263888888888889
2024-09-17 19:30:00,1.1590796580065854,9,2,91,0 days 00:30:00,0.005,18200.0,0.21064814814814814
2024-09-17 20:00:00,1.7048791898869233,12,9,88,0 days 00:30:00,0.006666666666666667,13200.0,0.1527777777777778
2024-09-17 20:30:00,1.9408935625537924,15,4,85,0 days 00:30:00,0.008333333333333333,10200.0,0.11805555555555555
2024-09-17 21:00:00,2.237222961244437,18,6,82,0 days 00:30:00,0.01,8200.0,0.09490740740740741
2024-09-17 21:30:00,2.918439288276686,21,5,79,0 days 00:30:00,0.011666666666666667,6771.428571428572,0.07837301587301587
2024-09-17 22:00:00,3.683637188476183,24,8,76,0 days 00:30:00,0.013333333333333334,5700.0,0.06597222222222222
